year,unitid,instnm,carnegie,stabbr,addr,city,control,lat,lon,total
2004,126289,arapahoe community college,40,co,5900 s. santa fe dr.,littleton,1,39.608895,-105.021043,0
2005,126289,arapahoe community college,40,co,5900 s. santa fe dr.,littleton,1,39.608895,-105.021043,0
2006,126289,arapahoe community college,40,co,5900 s. santa fe dr.,littleton,1,39.608895,-105.021043,0
2007,126289,arapahoe community college,40,co,5900 s. santa fe dr.,littleton,1,39.608895,-105.021043,0
2008,126289,arapahoe community college,40,co,5900 s. santa fe dr.,littleton,1,39.608895,-105.021043,0
2009,126289,arapahoe community college,40,co,5900 s. santa fe dr.,littleton,1,39.608895,-105.021043,0
2010,126289,arapahoe community college,40,co,5900 s. santa fe dr.,littleton,1,39.608907,-105.020971,0
2011,126289,arapahoe community college,40,co,5900 s. santa fe dr.,littleton,1,39.607505,-105.018631,0
2012,126289,arapahoe community college,40,co,5900 s. santa fe dr.,littleton,1,39.607505,-105.018631,0
2013,126289,arapahoe community college,40,co,5900 s. santa fe dr.,littleton,1,39.607505,-105.018631,0
2014,126289,arapahoe community college,40,co,5900 s. santa fe dr.,littleton,1,39.607505,-105.018631,0
2015,126289,arapahoe community college,40,co,5900 s. santa fe dr.,littleton,1,39.607505,-105.018631,0
2016,126289,arapahoe community college,40,co,5900 s. santa fe dr.,littleton,1,39.607505,-105.018631,0
2017,126289,arapahoe community college,40,co,5900 s. santa fe dr.,littleton,1,39.607505,-105.018631,0
2018,126289,arapahoe community college,40,co,5900 s. santa fe dr.,littleton,1,39.607505,-105.018631,0
2019,126289,arapahoe community college,40,co,5900 s. santa fe dr.,littleton,1,39.607505,-105.018631,0
2020,126289,arapahoe community college,40,co,5900 s. santa fe dr.,littleton,1,39.607505,-105.018631,0
2021,126289,arapahoe community college,40,co,5900 s. santa fe dr.,littleton,1,39.607505,-105.018631,12
2022,126289,arapahoe community college,40,co,5900 s. santa fe dr.,littleton,1,39.607505,-105.018631,16
2023,126289,arapahoe community college,40,co,5900 s. santa fe dr.,littleton,1,39.607505,-105.018631,24
2005,126562,university of colorado at denver and health sciences center,16,co,"1380 lawrence st, lawrence st center, ste, 1400",denver,1,39.730202,-104.937791,170
2006,126562,university of colorado at denver and health sciences center,16,co,"1380 lawrence st, lawrence st center, ste, 1400",denver,1,39.730202,-104.937791,225
2007,126562,university of colorado denver,16,co,"1380 lawrence st, lawrence st center, ste, 1400",denver,1,39.730202,-104.937791,226
2008,126562,university of colorado denver,16,co,"1380 lawrence st, lawrence st center, ste, 1400",denver,1,39.730202,-104.937791,219
2009,126562,university of colorado denver,16,co,"1380 lawrence st, lawrence st center, ste, 1400",denver,1,39.730202,-104.937791,225
2010,126562,university of colorado denver,16,co,"1380 lawrence st, lawrence st center, ste, 1400",denver,1,39.730204,-104.937759,210
2011,126562,university of colorado denver,16,co,"1380 lawrence st, lawrence st center, ste, 1400",denver,1,39.746397,-104.999313,214
2012,126562,university of colorado denver,16,co,"1380 lawrence st, lawrence st center, ste, 1400",denver,1,39.746397,-104.999313,203
2013,126562,university of colorado denver,16,co,"1380 lawrence st, lawrence st center, ste, 1400",denver,1,39.74603,-104.999181,232
2014,126562,university of colorado denver,16,co,"1380 lawrence st, lawrence st center, ste, 1400",denver,1,39.74603,-104.999181,269
2015,126562,university of colorado denver/anschutz medical campus,16,co,"1380 lawrence st, lawrence st center, ste, 1400",denver,1,39.74603,-104.999181,277
2016,126562,university of colorado denver/anschutz medical campus,16,co,"1380 lawrence st, lawrence st center, ste, 1400",denver,1,39.745149,-104.837722,296
2017,126562,university of colorado denver/anschutz medical campus,16,co,"1380 lawrence st, lawrence st center, ste, 1400",denver,1,39.745149,-104.837722,291
2018,126562,university of colorado denver/anschutz medical campus,16,co,"1380 lawrence st, lawrence st center, ste, 1400",denver,1,39.745149,-104.837722,265
2019,126562,university of colorado denver/anschutz medical campus,16,co,"1380 lawrence st, lawrence st center, ste, 1400",denver,1,39.745149,-104.837722,313
2020,126562,university of colorado denver/anschutz medical campus,16,co,"1380 lawrence st, lawrence st center, ste, 1400",denver,1,39.745149,-104.837722,300
2021,126562,university of colorado denver/anschutz medical campus,16,co,"1380 lawrence st, lawrence st center, ste, 1400",denver,1,39.745149,-104.837722,274
2022,126562,university of colorado denver/anschutz medical campus,16,co,"1380 lawrence st, lawrence st center, ste, 1400",denver,1,39.745149,-104.837722,243
2023,126562,university of colorado denver/anschutz medical campus,16,co,"1380 lawrence st, lawrence st center, ste, 1400",denver,1,39.745149,-104.837722,267
2002,126571,university of colorado health sciences center,52,co,4200 e 9th ave,denver,1,39.730974366252,-104.939420066005,109
2003,126571,university of colorado health sciences center,52,co,4200 e 9th ave,denver,1,39.730974366252,-104.939420066005,141
2004,126571,university of colorado health sciences center,52,co,4200 e 9th ave,denver,1,39.730974366252,-104.939420066005,174
2002,126580,university of colorado at colorado springs,21,co,1420 austin bluffs pky,colorado springs,1,38.893868,-104.800523,80
2003,126580,university of colorado at colorado springs,21,co,1420 austin bluffs pky,colorado springs,1,38.893868,-104.800523,75
2004,126580,university of colorado at colorado springs,21,co,1420 austin bluffs pky,colorado springs,1,38.893868,-104.800523,89
2005,126580,university of colorado at colorado springs,21,co,1420 austin bluffs pky,colorado springs,1,38.893868,-104.800523,89
2006,126580,university of colorado at colorado springs,21,co,1420 austin bluffs pky,colorado springs,1,38.893868,-104.800523,118
2007,126580,university of colorado at colorado springs,21,co,1420 austin bluffs pky,colorado springs,1,38.893868,-104.800523,99
2008,126580,university of colorado at colorado springs,21,co,1420 austin bluffs pky,colorado springs,1,38.893868,-104.800523,107
2009,126580,university of colorado at colorado springs,21,co,1420 austin bluffs pky,colorado springs,1,38.893868,-104.800523,114
2010,126580,university of colorado at colorado springs,21,co,1420 austin bluffs pky,colorado springs,1,38.891395,-104.80114,112
2011,126580,university of colorado-colorado springs,21,co,1420 austin bluffs pky,colorado springs,1,38.892735,-104.800296,105
2012,126580,university of colorado colorado springs,21,co,1420 austin bluffs pky,colorado springs,1,38.892735,-104.800296,113
2013,126580,university of colorado colorado springs,21,co,1420 austin bluffs pky,colorado springs,1,38.892735,-104.800296,106
2014,126580,university of colorado colorado springs,21,co,1420 austin bluffs pky,colorado springs,1,38.892735,-104.800296,132
2015,126580,university of colorado colorado springs,21,co,1420 austin bluffs pky,colorado springs,1,38.892735,-104.800296,147
2016,126580,university of colorado colorado springs,21,co,1420 austin bluffs pky,colorado springs,1,38.892735,-104.800296,150
2017,126580,university of colorado colorado springs,21,co,1420 austin bluffs pky,colorado springs,1,38.892735,-104.800296,200
2018,126580,university of colorado colorado springs,21,co,1420 austin bluffs pky,colorado springs,1,38.892735,-104.800296,193
2019,126580,university of colorado colorado springs,21,co,1420 austin bluffs pky,colorado springs,1,38.892735,-104.800296,202
2020,126580,university of colorado colorado springs,21,co,1420 austin bluffs pky,colorado springs,1,38.892735,-104.800296,196
2021,126580,university of colorado colorado springs,21,co,1420 austin bluffs pky,colorado springs,1,38.892735,-104.800296,175
2022,126580,university of colorado colorado springs,21,co,1420 austin bluffs pky,colorado springs,1,38.892735,-104.800296,200
2023,126580,university of colorado colorado springs,21,co,1420 austin bluffs pky,colorado springs,1,38.892735,-104.800296,172
2010,126669,colorado christian university,21,co,8787 west alameda ave,lakewood,2,39.710999,-105.093849,4
2012,126669,colorado christian university,21,co,8787 west alameda ave,lakewood,2,39.711701,-105.094836,6
2013,126669,colorado christian university,21,co,8787 west alameda ave,lakewood,2,39.711701,-105.094836,38
2014,126669,colorado christian university,21,co,8787 west alameda ave,lakewood,2,39.711701,-105.094836,61
2015,126669,colorado christian university,21,co,8787 west alameda ave,lakewood,2,39.711701,-105.094836,84
2016,126669,colorado christian university,21,co,8787 west alameda ave,lakewood,2,39.711701,-105.094836,65
2017,126669,colorado christian university,21,co,8787 west alameda ave,lakewood,2,39.71388,-105.09456,82
2018,126669,colorado christian university,21,co,8787 west alameda ave,lakewood,2,39.71388,-105.09456,116
2019,126669,colorado christian university,21,co,8787 west alameda ave,lakewood,2,39.71388,-105.09456,66
2020,126669,colorado christian university,21,co,8787 west alameda ave,lakewood,2,39.71388,-105.09456,65
2021,126669,colorado christian university,21,co,8787 west alameda ave,lakewood,2,39.71388,-105.09456,92
2022,126669,colorado christian university,21,co,8787 west alameda ave,lakewood,2,39.71388,-105.09456,100
2023,126669,colorado christian university,21,co,8787 west alameda ave,lakewood,2,39.71388,-105.09456,74
2002,126711,colorado mountain college,40,co,831 grand ave.,glenwood springs,1,39.546303,-107.324692,0
2003,126711,colorado mountain college,40,co,831 grand ave.,glenwood springs,1,39.546303,-107.324692,0
2004,126711,colorado mountain college,40,co,831 grand ave.,glenwood springs,1,39.546303,-107.324692,0
2005,126711,colorado mountain college,40,co,831 grand ave.,glenwood springs,1,39.546303,-107.324692,0
2006,126711,colorado mountain college,40,co,831 grand ave.,glenwood springs,1,39.546303,-107.324692,0
2007,126711,colorado mountain college,40,co,831 grand ave.,glenwood springs,1,39.546303,-107.324692,0
2008,126711,colorado mountain college,40,co,831 grand ave.,glenwood springs,1,39.546303,-107.324692,0
2009,126711,colorado mountain college,40,co,831 grand ave.,glenwood springs,1,39.546303,-107.324692,0
2010,126711,colorado mountain college,40,co,831 grand ave.,glenwood springs,1,39.545586,-107.324763,0
2011,126711,colorado mountain college,40,co,831 grand ave.,glenwood springs,1,39.469984,-107.237484,0
2012,126711,colorado mountain college,40,co,802 grand ave.,glenwood springs,1,39.546447,-107.324773,0
2013,126711,colorado mountain college,40,co,802 grand ave.,glenwood springs,1,39.54636,-107.324391,0
2014,126711,colorado mountain college,40,co,802 grand ave.,glenwood springs,1,39.54636,-107.324391,0
2015,126711,colorado mountain college,40,co,802 grand ave.,glenwood springs,1,39.54634,-107.324401,0
2016,126711,colorado mountain college,40,co,802 grand ave.,glenwood springs,1,39.54636,-107.324441,11
2017,126711,colorado mountain college,40,co,802 grand ave.,glenwood springs,1,39.54636,-107.324441,17
2018,126711,colorado mountain college,40,co,802 grand ave.,glenwood springs,1,39.54636,-107.324441,28
2019,126711,colorado mountain college,40,co,802 grand ave.,glenwood springs,1,39.54636,-107.324441,18
2020,126711,colorado mountain college,40,co,802 grand ave.,glenwood springs,1,39.54636,-107.324441,23
2021,126711,colorado mountain college,40,co,802 grand ave.,glenwood springs,1,39.54636,-107.324441,26
2022,126711,colorado mountain college,40,co,802 grand ave.,glenwood springs,1,39.54636,-107.324441,19
2023,126711,colorado mountain college,40,co,802 grand ave.,glenwood springs,1,39.54636,-107.324441,11
2008,126827,colorado technical university,21,co,4435 n chestnut st,colorado springs,3,38.894023,-104.835754,14
2010,126827,colorado technical university-colorado springs,21,co,4435 n chestnut st,colorado springs,3,38.894023,-104.835754,1
2011,126827,colorado technical university-colorado springs,21,co,4435 n chestnut st,colorado springs,3,38.894265,-104.833928,4
2012,126827,colorado technical university-colorado springs,21,co,4435 n chestnut st,colorado springs,3,38.894265,-104.833928,2
2016,126827,colorado technical university-colorado springs,21,co,4435 n chestnut st,colorado springs,3,38.894265,-104.833928,23
2017,126827,colorado technical university-colorado springs,21,co,4435 n chestnut st,colorado springs,3,38.894265,-104.833928,99
2018,126827,colorado technical university-colorado springs,21,co,4435 n chestnut st,colorado springs,3,38.894265,-104.833928,210
2019,126827,colorado technical university-colorado springs,21,co,4435 n chestnut st,colorado springs,3,38.894265,-104.833928,224
2020,126827,colorado technical university-colorado springs,21,co,4435 n chestnut st,colorado springs,3,38.894265,-104.833928,216
2021,126827,colorado technical university-colorado springs,21,co,4435 n chestnut st,colorado springs,3,38.894265,-104.833928,278
2022,126827,colorado technical university-colorado springs,21,co,"1575 garden of the gods rd, ste, 100",colorado springs,3,38.895069,-104.85716,300
2023,126827,colorado technical university-colorado springs,21,co,"1575 garden of the gods rd, ste, 100",colorado springs,3,38.895069,-104.85716,195
2002,127200,front range community college,40,co,3645 w 112th ave,westminster,1,39.901772,-105.039109,0
2003,127200,front range community college,40,co,3645 w 112th ave,westminster,1,39.901772,-105.039109,0
2004,127200,front range community college,40,co,3645 w 112th ave,westminster,1,39.901772,-105.039109,0
2005,127200,front range community college,40,co,3645 w 112th ave,westminster,1,39.901772,-105.039109,0
2006,127200,front range community college,40,co,3645 w 112th ave,westminster,1,39.901772,-105.039109,0
2007,127200,front range community college,40,co,3645 w 112th ave,westminster,1,39.901772,-105.039109,0
2008,127200,front range community college,40,co,3645 w 112th ave,westminster,1,39.901772,-105.039109,0
2009,127200,front range community college,40,co,3645 w 112th ave,westminster,1,39.901772,-105.039109,0
2010,127200,front range community college,40,co,3645 w 112th ave,westminster,1,39.899731,-105.03804,0
2011,127200,front range community college,40,co,3645 w 112th ave,westminster,1,39.901757,-105.039359,0
2012,127200,front range community college,40,co,3645 w 112th ave,westminster,1,39.901757,-105.039359,0
2013,127200,front range community college,40,co,3645 w 112th ave,westminster,1,39.901757,-105.039359,0
2014,127200,front range community college,40,co,3645 w 112th ave,westminster,1,39.901757,-105.039359,0
2015,127200,front range community college,40,co,3645 w 112th ave,westminster,1,39.901757,-105.039359,0
